"","X","user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","id","w_link$urls_expanded_url"
"1313",8353,1139407285631930368,1473590348127645696,"2021-12-22 09:44:51","MiHazank","Kabaré... Szerintetek mennyi kell majd?

https://t.co/YHW1T9B2Sp","Twitter for Android",64,NA,NA,NA,FALSE,FALSE,15,6,NA,NA,NA,NA,"magyarjelen.hu/a-biontech-vez…","https://t.co/YHW1T9B2Sp","https://magyarjelen.hu/a-biontech-vezetoje-szerint-az-uj-varians-ellen-meg-harom-oltas-is-keves-lesz/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MiHazank/status/1473590348127645698","Mi Hazánk Mozgalom","Hungary","A Mi Hazánk Mozgalom hivatalos oldala // Official account of Our Homeland Movement","https://t.co/fnCt3xMWA8",FALSE,1787,2,5,3271,1,"2019-06-14 05:40:40",FALSE,"https://t.co/fnCt3xMWA8","http://www.mihazank.hu",NA,"https://pbs.twimg.com/profile_banners/1139407285631930368/1586842500",NA,"http://pbs.twimg.com/profile_images/1139407587290435584/ZidkNuUj_normal.jpg",20211229243,"https://magyarjelen.hu/a-biontech-vezetoje-szerint-az-uj-varians-ellen-meg-harom-oltas-is-keves-lesz/"
"46",426,935200073864175616,1443628356268875776,"2021-09-30 17:26:36","fotobese","Abbahagyom a fotózás elég volt 2006-óta.. meg jött a covid is, jelenleg mást csinálok.. A másodlagos gépem el szeretném adni, nem mai dara, de ezt tükrözi az ára  is.  Szülinapom van,ha RT-zed örökéket, minden fegyver! köszi #elado #eladó #1dmkiv https://t.co/2omttRKE0M","Twitter Web App",270,NA,NA,NA,FALSE,FALSE,14,30,NA,NA,"elado eladó 1dmkiv",NA,"jofogas.hu/pest/Canon_Eos…","https://t.co/2omttRKE0M","https://www.jofogas.hu/pest/Canon_Eos_1D_Mkiv_120304339.htm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/fotobese/status/1443628356268875776","Bese Zoltán","Magyarország","<U+0001F1ED><U+0001F1FA> gastro és f1","https://t.co/vznMuf8Pti",FALSE,243,464,0,7987,18415,"2017-11-27 17:34:07",FALSE,"https://t.co/vznMuf8Pti","https://www.fotobese.com",NA,"https://pbs.twimg.com/profile_banners/935200073864175617/1610902701","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1387482889537957888/zvhBUMK__normal.jpg",20211003123,"https://www.jofogas.hu/pest/Canon_Eos_1D_Mkiv_120304339.htm"
"1576",9703,715823463404011520,1477665236589203456,"2022-01-02 15:37:00","MagyarNemzetOn","Az Amerikai Népszava is felháborodását fejezte ki a baloldali miniszterelnök-jelölt kijelentése miatt, miszerint azért nem nõtt a Fidesz-tábor, hiszen a koronavírus megtizedelte az idõskorú lakosságot.
https://t.co/p2qafaCXvo","Twitter Web App",225,NA,NA,NA,FALSE,FALSE,14,4,NA,NA,NA,NA,"magyarnemzet.hu/belfold/2022/0…","https://t.co/p2qafaCXvo","https://magyarnemzet.hu/belfold/2022/01/az-amerikai-nepszava-szerint-marki-zaynak-azonnal-le-kene-mondania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MagyarNemzetOn/status/1477665236589203462","Magyar Nemzet","","",NA,FALSE,5208,97,30,40672,588,"2016-04-01 08:49:47",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/715823463404011521/1550589794",NA,"http://pbs.twimg.com/profile_images/1097877641175199745/z9cRybLU_normal.png",20220105574,"https://magyarnemzet.hu/belfold/2022/01/az-amerikai-nepszava-szerint-marki-zaynak-azonnal-le-kene-mondania"
"342",2383,1221536718777724928,1455439040782667776,"2021-11-02 07:38:02","szamokadatok","https://t.co/HkfijYD5Rn
Miért kell a 3. oltás és kinek?
Tegyünk rendet a fejekben!
https://t.co/AIMCIgnn12 https://t.co/qtkUFlz8Hl","szamokadatok",106,NA,NA,NA,FALSE,FALSE,13,3,NA,NA,NA,NA,"facebook.com/szamokadatok/p… szamokadatok.hu/Post/4223/Mier…","https://t.co/HkfijYD5Rn https://t.co/AIMCIgnn12","https://www.facebook.com/szamokadatok/posts/432729088204230 https://szamokadatok.hu/Post/4223/Miert_kell_a_3_oltas_es_kinek","http://pbs.twimg.com/media/FDLCGDfWQAIh-tk.jpg","https://t.co/qtkUFlz8Hl","https://twitter.com/szamokadatok/status/1455439040782667782/photo/1","photo","http://pbs.twimg.com/media/FDLCGDfWQAIh-tk.jpg","https://t.co/qtkUFlz8Hl","https://twitter.com/szamokadatok/status/1455439040782667782/photo/1",NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/szamokadatok/status/1455439040782667782","Számok - a baloldali álhírek ellenszere","Hungary","https://t.co/JEIJhEJW5P","https://t.co/i6MYVXmK7V",FALSE,432,0,1,3199,0,"2020-01-26 20:54:01",FALSE,"https://t.co/i6MYVXmK7V","https://www.facebook.com/szamokadatok",NA,"https://pbs.twimg.com/profile_banners/1221536718777724931/1590606663",NA,"http://pbs.twimg.com/profile_images/1265722196472868865/xoedHtcw_normal.jpg",202111081000,"https://www.facebook.com/szamokadatok/posts/432729088204230 https://szamokadatok.hu/Post/4223/Miert_kell_a_3_oltas_es_kinek"
"572",3903,1139407285631930368,1462873696113242112,"2021-11-22 20:00:42","MiHazank","Magyarország eddigi legnagyobb járványügyi demonstrációját tartotta meg a Mi Hazánk Mozgalom, több ezren tüntettünk a Covid-oltások kötelezõvé tétele ellen az Alkotmánybíróság elõtt, a fõsodratú média azonban elhallgatta.

https://t.co/kMUs3664a2","Twitter for Android",246,NA,NA,NA,FALSE,FALSE,13,2,NA,NA,NA,NA,"magyarjelen.hu/elhallgatta-a-…","https://t.co/kMUs3664a2","https://magyarjelen.hu/elhallgatta-a-media-a-mi-hazank-tobb-ezres-tunteteset/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MiHazank/status/1462873696113242119","Mi Hazánk Mozgalom","Hungary","A Mi Hazánk Mozgalom hivatalos oldala // Official account of Our Homeland Movement","https://t.co/fnCt3xMWA8",FALSE,1699,2,5,3073,0,"2019-06-14 05:40:40",FALSE,"https://t.co/fnCt3xMWA8","http://www.mihazank.hu",NA,"https://pbs.twimg.com/profile_banners/1139407285631930368/1586842500",NA,"http://pbs.twimg.com/profile_images/1139407587290435584/ZidkNuUj_normal.jpg",2021112270,"https://magyarjelen.hu/elhallgatta-a-media-a-mi-hazank-tobb-ezres-tunteteset/"
"1032",6615,17614009,1466398743746519040,"2021-12-02 13:27:59","mergenc","https://t.co/LeJJVtWXYv
Vállalva, hogy tátott száj meg faszerdõ és tisztában léve a pedagógushiánnyal, talán nem is baj, ha kihullanak, mielõtt elérnek oda, hogy az oltás hülyeségvoltát oktatni kell, nem kizárt, hogy a méltán sokat emlegetett laposföld-elmélettel együtt.","Twitter for Android",271,NA,NA,NA,FALSE,FALSE,13,0,NA,NA,NA,NA,"nyugat.hu/cikk/15_ezer_o…","https://t.co/LeJJVtWXYv","https://www.nyugat.hu/cikk/15_ezer_oltasellenes_magyar_pedagogus_nem_ker_a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mergenc/status/1466398743746519040","µ<U+03BF><U+03BB><U+1F7C><U+03BD> <U+03BB><U+03B1>ß<U+03AD>","Hungary","[Vigyázz / Keats / a gondolkodás szokássá válhat] - And the gentle art of not giving a fuck. | AC-AL-GV | official divina providentia ///",NA,FALSE,2148,296,24,116917,130545,"2008-11-25 06:17:32",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/17614009/1570462851","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1158808732454838273/BhBBBsIV_normal.jpg",20211206959,"https://www.nyugat.hu/cikk/15_ezer_oltasellenes_magyar_pedagogus_nem_ker_a"
"120",1370,42369759,1450012632921120768,"2021-10-18 08:15:26","kisPocok","Ez kimaradt pár napja. Tehát van egy ország, ahol nem politikát csináltak a betegségbol hanem küldetést. Láss csodát, jobbak a számaik.

Telex: 98 százalékos az átoltottság, mégis úgy hordják a maszkot, mint a kisangyal https://t.co/iXgEHkwryJ","Twitter for iPhone",243,NA,NA,NA,FALSE,FALSE,12,0,NA,NA,NA,NA,"telex.hu/koronavirus/20…","https://t.co/iXgEHkwryJ","https://telex.hu/koronavirus/2021/10/14/portugalia-covid-oltas-vakcina-magas-atoltottsag-oltasi-hajlandosag-maszk-maszkhordas-jarvanykezeles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/kisPocok/status/1450012632921120768","<U+1D1B><U+1D0F><U+0274><U+028F> s<U+1D1B><U+1D00><U+0280><U+1D0B>","Hungary, Budapest","Én vagyok vasember. Engineering Manager. Gamer<U+0001F579> + LEGO, sorozatjunkie, kutyám #Pörkölt. Férj és apuka. Kertváros masterrace. Véleményem a sajátom.<U+0001F468><U+200D><U+0001F4BB>",NA,FALSE,1850,495,40,37138,17833,"2009-05-25 07:38:43",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/42369759/1414708214","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/930445783698214912/4kIhrSAs_normal.jpg",20211024298,"https://telex.hu/koronavirus/2021/10/14/portugalia-covid-oltas-vakcina-magas-atoltottsag-oltasi-hajlandosag-maszk-maszkhordas-jarvanykezeles"
"506",3297,2245805474,1458814496546377728,"2021-11-11 15:10:54","HantosTomi","Hoppá, most Orbán vagy Szijjártó fog lemondani? Nem hiába nem adják ki ezeket az adatokat!
https://t.co/aGZPQ9lEAy","Twitter Web App",114,NA,NA,NA,FALSE,FALSE,12,2,NA,NA,NA,NA,"napi.hu/nemzetkozi-gaz…","https://t.co/aGZPQ9lEAy","https://www.napi.hu/nemzetkozi-gazdasag/sinopharm-oltas-korhaz-aldozat-statisztika-oltatlan-szerbai-cins.740036.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/HantosTomi/status/1458814496546377730","Tomy Hantos","Magyarország","Nature, sea, shocolate fan, I like hiking, listening to techno, I hate injustice, i like to scooter and ride a bike. I love Hungarian and Italian food.",NA,FALSE,303,329,3,13915,85507,"2013-12-14 16:07:53",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/2245805474/1627934435","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1443158253567987713/Rmfkctg8_normal.jpg",20211115813,"https://www.napi.hu/nemzetkozi-gazdasag/sinopharm-oltas-korhaz-aldozat-statisztika-oltatlan-szerbai-cins.740036.html"
"1198",7458,1139407285631930368,1470004569233141760,"2021-12-12 12:16:15","MiHazank","Lantos János- “A Covid-diktatúra fenntartóinak arcára fog fagyni a mosoly jövõ év tavaszán!”
Országszerte tüntetéseket szervezett a hétvégén Mi Hazánk. Szombaton Kecskeméten, Gyõrben, Szekszárdon és Pécsen, vasárnap Miskolcon tiltakoznak. 
https://t.co/OiJbw0lPgH","Twitter for Android",263,NA,NA,NA,FALSE,FALSE,12,2,NA,NA,NA,NA,"magyarjelen.hu/lantos-janos-a…","https://t.co/OiJbw0lPgH","https://magyarjelen.hu/lantos-janos-a-covid-diktatura-fenntartoinak-arcara-fog-fagyni-a-mosoly-jovo-ev-tavaszan/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MiHazank/status/1470004569233141769","Mi Hazánk Mozgalom","Hungary","A Mi Hazánk Mozgalom hivatalos oldala // Official account of Our Homeland Movement","https://t.co/fnCt3xMWA8",FALSE,1765,2,5,3203,1,"2019-06-14 05:40:40",FALSE,"https://t.co/fnCt3xMWA8","http://www.mihazank.hu",NA,"https://pbs.twimg.com/profile_banners/1139407285631930368/1586842500",NA,"http://pbs.twimg.com/profile_images/1139407587290435584/ZidkNuUj_normal.jpg",20211215524,"https://magyarjelen.hu/lantos-janos-a-covid-diktatura-fenntartoinak-arcara-fog-fagyni-a-mosoly-jovo-ev-tavaszan/"
"1701",10548,1139407285631930368,1480219313579642880,"2022-01-09 16:46:00","MiHazank","Ne legyen kötelezõ az oltás! Nem tûrjük a zsarolást! – ezzel a jelszóval tart tüntetést az egészségügyi államtitkárságnál, majd a köznevelésinél a Mi Hazánk Mozgalom január 16-án. A Parlamentet is érintõ, negyed órás vonulás köti össze a két demonstrációt
https://t.co/cEnhWV6sfo","Twitter for Android",279,NA,NA,NA,FALSE,FALSE,12,2,NA,NA,NA,NA,"magyarjelen.hu/tuntetest-szer…","https://t.co/cEnhWV6sfo","https://magyarjelen.hu/tuntetest-szervez-a-covid-diktatura-ellen-a-mi-hazank-2/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MiHazank/status/1480219313579642880","Mi Hazánk Mozgalom","Hungary","A Mi Hazánk Mozgalom hivatalos oldala // Official account of Our Homeland Movement","https://t.co/fnCt3xMWA8",FALSE,1826,2,5,3328,1,"2019-06-14 05:40:40",FALSE,"https://t.co/fnCt3xMWA8","http://www.mihazank.hu",NA,"https://pbs.twimg.com/profile_banners/1139407285631930368/1586842500",NA,"http://pbs.twimg.com/profile_images/1139407587290435584/ZidkNuUj_normal.jpg",20220111535,"https://magyarjelen.hu/tuntetest-szervez-a-covid-diktatura-ellen-a-mi-hazank-2/"
"521",3383,3090011805,1458396619662151680,"2021-11-10 11:30:24","juteszembe","Ööö... ez most csak én, vagy tényleg nem látszik szinte semmi különbség?! Azon kívül, hogy „csöppet” mintha jobban megugrott volna a fertõzöttek száma. <U+0001F636> Innen: https://t.co/djw1xYBpMc https://t.co/tYowDzrpu2","Twitter Web App",184,NA,NA,NA,FALSE,FALSE,11,1,NA,NA,NA,NA,"portfolio.hu/gazdasag/20211…","https://t.co/djw1xYBpMc","https://www.portfolio.hu/gazdasag/20211110/koronavirus-megjottek-a-szerda-reggeli-magyar-adatok-509894","http://pbs.twimg.com/media/FD1DziWXMAE4kkW.jpg","https://t.co/tYowDzrpu2","https://twitter.com/juteszembe/status/1458396619662151680/photo/1","photo","http://pbs.twimg.com/media/FD1DziWXMAE4kkW.jpg","https://t.co/tYowDzrpu2","https://twitter.com/juteszembe/status/1458396619662151680/photo/1",NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/juteszembe/status/1458396619662151680","juteszembe","Budapest, Hungary, Europe","Na figyelj ide, mondom hogy mi van.",NA,FALSE,1109,831,8,29191,2969,"2015-03-12 22:09:31",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/3090011805/1635035186","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1452068924032524289/zF6Iuhsj_normal.jpg",20211115899,"https://www.portfolio.hu/gazdasag/20211110/koronavirus-megjottek-a-szerda-reggeli-magyar-adatok-509894"
"1196",7455,1139407285631930368,1469644493234257920,"2021-12-11 12:25:26","MiHazank","A Mi Hazánk Gyõrben, Kecskeméten, Szekszárdon, Pécsen és Miskolcon is közös tiltakozásra várja szimpatizánsait.

https://t.co/dHYK34Zsyu","Twitter for Android",136,NA,NA,NA,FALSE,FALSE,11,3,NA,NA,NA,NA,"magyarjelen.hu/eloben-tudosit…","https://t.co/dHYK34Zsyu","https://magyarjelen.hu/eloben-tudositunk-a-mi-hazank-kotelezo-oltas-elleni-tunteteseirol/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MiHazank/status/1469644493234257925","Mi Hazánk Mozgalom","Hungary","A Mi Hazánk Mozgalom hivatalos oldala // Official account of Our Homeland Movement","https://t.co/fnCt3xMWA8",FALSE,1765,2,5,3203,1,"2019-06-14 05:40:40",FALSE,"https://t.co/fnCt3xMWA8","http://www.mihazank.hu",NA,"https://pbs.twimg.com/profile_banners/1139407285631930368/1586842500",NA,"http://pbs.twimg.com/profile_images/1139407587290435584/ZidkNuUj_normal.jpg",20211215521,"https://magyarjelen.hu/eloben-tudositunk-a-mi-hazank-kotelezo-oltas-elleni-tunteteseirol/"
"1223",7647,3683240417,1469603070237716480,"2021-12-11 09:40:50","888ponthu","Orbán Viktor: Nincs más orvosság, csak az oltás! https://t.co/Ob1Jrzgpdv https://t.co/hxDLM9TI9N","888app",72,NA,NA,NA,FALSE,FALSE,11,2,NA,NA,NA,NA,"888.hu/ketharmad/orba…","https://t.co/Ob1Jrzgpdv","https://888.hu/ketharmad/orban-viktor-nincs-mas-orvossag-csak-az-oltas-4343773/","http://pbs.twimg.com/media/FGUUNFIWQAETjEi.jpg","https://t.co/hxDLM9TI9N","https://twitter.com/888ponthu/status/1469603070237716484/photo/1","photo","http://pbs.twimg.com/media/FGUUNFIWQAETjEi.jpg","https://t.co/hxDLM9TI9N","https://twitter.com/888ponthu/status/1469603070237716484/photo/1",NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/888ponthu/status/1469603070237716484","888.hu","Budapest, Hungary","Jobboldali hír- és véleményportál. #888hu","http://t.co/dZEPlnhGYF",FALSE,4884,152,30,67269,28,"2015-09-17 07:15:42",FALSE,"http://t.co/dZEPlnhGYF","http://888.hu",NA,"https://pbs.twimg.com/profile_banners/3683240417/1521468896","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/644638802611408896/9Fi27_Gp_normal.jpg",20211215713,"https://888.hu/ketharmad/orban-viktor-nincs-mas-orvossag-csak-az-oltas-4343773/"
"2001",12853,3090011805,1488659608856113152,"2022-02-01 23:44:43","juteszembe","Errõl beszélek, hogy ez már rég nem a #Fidesz-en meg a maffiózó #Orbán családon múlik... azokon múlik, akik még mindig elvtelenül kiszolgálják a #fasiszta rezsimet, vagy együttmûködnek, esetleg partnernek, bármiféle hatóságnak tekintik ezeket. Francokat. 

https://t.co/nyMlhLJxFz","Twitter Web App",280,NA,NA,NA,FALSE,FALSE,11,0,NA,NA,"Fidesz Orbán fasiszta",NA,"telex.hu/koronavirus/20…","https://t.co/nyMlhLJxFz","https://telex.hu/koronavirus/2022/02/01/ogyei-gyogyszerintezet-favipiravir-hatasossag-media-ragalmazas-per-ferenci-tamas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/juteszembe/status/1488659608856113156","juteszembe","Budapest, Hungary, Europe","Na figyelj ide, mondom hogy mi van.",NA,FALSE,1319,867,10,32072,3805,"2015-03-12 22:09:31",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/3090011805/1642429379","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1483082417258827785/KZ1MNcup_normal.jpg",20220206510,"https://telex.hu/koronavirus/2022/02/01/ogyei-gyogyszerintezet-favipiravir-hatasossag-media-ragalmazas-per-ferenci-tamas"
"2036",13244,17021282,1490565628389851136,"2022-02-07 05:58:33","hvg_hu","https://t.co/mMBjsl0CfW: Turisztikai portálra osztották ki az EU-s koronavírus alap 630 millióját https://t.co/c6FFdXqSYx https://t.co/2izetwzChT","dlvr.it",121,NA,NA,NA,FALSE,FALSE,11,0,NA,NA,NA,NA,"24.hu dlvr.it/SJW5sY","https://t.co/mMBjsl0CfW https://t.co/c6FFdXqSYx","http://24.hu http://dlvr.it/SJW5sY","http://pbs.twimg.com/media/FK-NilBVUAIdtJ8.jpg","https://t.co/2izetwzChT","https://twitter.com/hvg_hu/status/1490565628389851136/photo/1","photo","http://pbs.twimg.com/media/FK-NilBVUAIdtJ8.jpg","https://t.co/2izetwzChT","https://twitter.com/hvg_hu/status/1490565628389851136/photo/1",NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/hvg_hu/status/1490565628389851136","hvg.hu","Budapest","Ami mellett nem érdemes elmenni. Gyorshírek, a nap fontosabb történései, saját értesülések.","https://t.co/dVKArZP8FK",FALSE,373881,460,423,167225,1,"2008-10-28 13:57:54",FALSE,"https://t.co/dVKArZP8FK","https://www.hvg.hu",NA,"https://pbs.twimg.com/profile_banners/17021282/1460936563","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/721846144788094976/YCrswAJy_normal.jpg",2022021426,"http://24.hu http://dlvr.it/SJW5sY"
"2106",13558,1139407285631930368,1490969246016614400,"2022-02-08 08:42:23","MiHazank","Mi Hazánk: Sem a kormány, sem a fõváros nem segít a Covid-õrület miatt bajba jutott budapesti taxisoknak

https://t.co/aa77ODzNCC","Twitter for Android",129,NA,NA,NA,FALSE,FALSE,11,4,NA,NA,NA,NA,"magyarjelen.hu/mi-hazank-sem-…","https://t.co/aa77ODzNCC","https://magyarjelen.hu/mi-hazank-sem-a-kormany-sem-a-fovaros-nem-segit-a-covid-orulet-miatt-bajba-jutott-budapesti-taxisoknak/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MiHazank/status/1490969246016614400","Mi Hazánk Mozgalom","Hungary","A Mi Hazánk Mozgalom hivatalos oldala // Official account of Our Homeland Movement","https://t.co/fnCt3xMWA8",FALSE,1933,2,6,3467,1,"2019-06-14 05:40:40",FALSE,"https://t.co/fnCt3xMWA8","http://www.mihazank.hu",NA,"https://pbs.twimg.com/profile_banners/1139407285631930368/1586842500",NA,"http://pbs.twimg.com/profile_images/1139407587290435584/ZidkNuUj_normal.jpg",20220214340,"https://magyarjelen.hu/mi-hazank-sem-a-kormany-sem-a-fovaros-nem-segit-a-covid-orulet-miatt-bajba-jutott-budapesti-taxisoknak/"
